State,City,Category,Clothing Type,Store Number,Postal Code,Store Type,Store Open Date,Selling Area Size (sq ft),Store Manager,Manager ID,Operating Hours,Staff Count,Parking Availability,Order ID,Order Date,Month,Customer ID,Customer Name,Product ID,Price,Quantity,Sales Profit
Gujarat,Rajkot,Kids,Jeans,90,435989,Owned,07-01-2023,1400,Belinda Jacobs,M14,11 AM - 8 PM,13,Not Available,48537,04-11-2024,November,491850,Nicholas Maynard,664,1342,5,2684
Gujarat,Ahmedabad,Women,Jeans,91,414064,Owned,08-05-2023,1300,Matthew Browning,M88,9 AM - 8 PM,6,Not Available,35704,25-03-2024,March,188010,Erin Miller,952,2979,4,4766.4
Gujarat,Vadodara,Women,Skirts,92,407849,Owned,10-09-2021,800,Danielle Hensley,M51,10 AM - 7 PM,6,Available,70993,14-10-2024,October,259739,Joshua Lewis,501,2382,7,6669.6
Gujarat,Surat,Men,Sweaters,43,406824,Rented,29-08-2022,1300,Elizabeth Cordova,M14,10 AM - 7 PM,14,Available,82703,21-03-2024,March,981341,Roberto Miles,935,2472,8,7910.4
Gujarat,Ahmedabad,Men,Dresses,98,431634,Rented,11-01-2023,950,Jared Griffith,M41,10 AM - 7 PM,8,Available,15435,11-10-2024,October,531565,Dr. Jonathan Flowers,713,858,2,686.4
Gujarat,Ahmedabad,Women,Jeans,86,420548,Owned,19-03-2022,1000,Anne Gibson,M51,10 AM - 9 PM,6,Not Available,43439,07-10-2024,October,701223,Curtis Rodgers,814,1230,1,492
Gujarat,Surat,Men,Tops,54,404355,Owned,08-02-2022,1000,Angela Pierce,M90,11 AM - 8 PM,19,Available,10892,05-03-2024,March,218931,Shane Lamb,529,1518,4,2428.8
Gujarat,Rajkot,Women,Dresses,55,427445,Owned,30-05-2022,1000,Denise Miller,M75,11 AM - 8 PM,17,Available,40170,04-03-2024,March,908350,Patricia Gibson,520,976,5,1952
Gujarat,Ahmedabad,Kids,T-shirts,90,435530,Rented,31-08-2021,1100,Kimberly Campbell,M71,9 AM - 8 PM,3,Not Available,44290,19-10-2024,October,463540,Mark Evans,922,2285,4,3656
Gujarat,Surat,Women,Shirts,61,410623,Rented,02-11-2024,1400,Jessica Jenkins,M63,9 AM - 8 PM,9,Available,78905,03-03-2024,March,902285,David Glover,679,1868,6,4483.2
Gujarat,Surat,Kids,Jeans,6,412321,Owned,04-02-2024,1300,Robert Mercado,M2,11 AM - 8 PM,20,Available,94556,15-05-2024,May,567726,Wendy Thompson,996,1487,3,1784.4
Gujarat,Surat,Men,Hoodies,83,424251,Rented,10-07-2022,950,Jonathan Mccoy,M22,10 AM - 7 PM,18,Available,69026,11-06-2024,June,787162,Dr. Lori Patel,576,2229,2,1783.2
Gujarat,Vadodara,Women,Jackets,41,435771,Owned,22-02-2021,800,Albert Collins,M26,11 AM - 8 PM,17,Not Available,58176,30-09-2024,September,795017,Rebecca Garcia,876,2848,2,2278.4
Gujarat,Rajkot,Women,Jackets,12,406204,Owned,16-04-2022,1200,Gene Brown,M54,10 AM - 7 PM,20,Not Available,91973,25-08-2024,August,639845,Lisa Donovan,383,500,5,1000
Gujarat,Vadodara,Kids,Pants,10,401548,Owned,16-06-2021,1000,Sharon Ryan,M18,9 AM - 8 PM,12,Available,10538,14-08-2024,August,522706,Craig Garcia,449,2280,7,6384
Gujarat,Ahmedabad,Kids,Skirts,4,408001,Owned,26-04-2020,950,Gregory Ferguson,M93,10 AM - 9 PM,4,Available,69610,20-02-2024,February,841835,Taylor Carr,628,1199,2,959.2
Gujarat,Rajkot,Kids,T-shirts,97,423889,Rented,25-09-2022,1300,Nancy Phillips,M35,10 AM - 9 PM,11,Not Available,75234,22-02-2024,February,829351,Joseph Buck,438,1865,7,5222
Gujarat,Ahmedabad,Men,Dresses,43,422127,Owned,30-09-2021,950,Daniel Anderson,M89,9 AM - 8 PM,18,Available,82460,18-05-2024,May,429189,Deborah Jimenez,371,839,3,1006.8
Gujarat,Surat,Men,T-shirts,83,424556,Owned,12-12-2020,800,Edward Baker,M95,9 AM - 8 PM,14,Not Available,20416,10-03-2024,March,622157,Joseph Parker,525,2117,4,3387.2
Gujarat,Surat,Women,Skirts,82,414933,Rented,24-07-2022,950,Logan Brooks,M13,10 AM - 9 PM,9,Available,74142,21-04-2024,April,242596,Catherine Robertson,744,2931,6,7034.4
Gujarat,Surat,Women,T-shirts,3,436933,Rented,19-01-2024,1200,Chad Bright,M31,10 AM - 9 PM,4,Not Available,71744,13-05-2024,May,928169,Mrs. Joanne Bailey DDS,595,2187,4,3499.2
Gujarat,Vadodara,Men,Sweaters,2,415412,Owned,14-07-2021,950,Carl Lee,M42,10 AM - 9 PM,19,Available,86965,17-05-2024,May,100701,Scott Rodriguez,916,769,5,1538
Gujarat,Vadodara,Kids,Skirts,9,434708,Rented,04-02-2020,1400,Rickey Greene,M2,9 AM - 8 PM,6,Not Available,59182,11-05-2024,May,572764,Tasha Goodwin,572,1413,4,2260.8
Gujarat,Surat,Kids,T-shirts,55,418652,Rented,28-09-2023,950,Joe Sharp,M76,10 AM - 9 PM,20,Not Available,94568,05-02-2024,February,891691,Kelly Atkinson,207,2267,2,1813.6
Gujarat,Surat,Men,T-shirts,97,426975,Rented,08-03-2024,1400,Cheryl Medina,M93,9 AM - 8 PM,20,Available,12057,01-02-2024,February,273193,Michael Conway,295,1134,7,3175.2
Gujarat,Vadodara,Women,Shirts,36,432752,Rented,31-07-2021,1200,Natalie Campbell,M90,9 AM - 8 PM,4,Not Available,83415,28-11-2024,November,964275,Dustin Hester,284,2435,7,6818
Gujarat,Rajkot,Men,Hoodies,18,438713,Rented,12-05-2021,1100,Stephanie Morris,M90,10 AM - 9 PM,6,Not Available,51789,21-04-2024,April,753640,Michelle Mccormick,875,1217,2,973.6
Gujarat,Rajkot,Kids,Jackets,48,424307,Owned,22-10-2023,1200,Kevin Lucero,M41,10 AM - 9 PM,20,Available,10638,28-07-2024,July,901035,Joseph Martin,365,2857,6,6856.8
Gujarat,Surat,Men,Pants,43,408664,Owned,12-05-2022,800,Kimberly Horn,M36,9 AM - 8 PM,6,Available,46917,09-08-2024,August,461897,Jennifer Thomas,243,2232,3,2678.4
Gujarat,Rajkot,Kids,Hoodies,2,436571,Rented,07-03-2024,1300,David Ware,M95,11 AM - 8 PM,6,Not Available,97969,17-08-2024,August,825560,Stephanie Johnson,921,2463,3,2955.6
Gujarat,Vadodara,Kids,Dresses,98,426037,Owned,31-10-2023,1400,Valerie Adams,M52,10 AM - 7 PM,17,Not Available,76959,23-03-2024,March,100263,Erin Garcia,522,988,6,2371.2
Gujarat,Rajkot,Kids,T-shirts,46,420215,Owned,24-02-2020,1300,Amy Bradley,M26,10 AM - 7 PM,18,Available,22759,14-03-2024,March,340556,Michael Jackson,743,1948,5,3896
Gujarat,Ahmedabad,Kids,T-shirts,75,402548,Owned,13-04-2024,950,James Murphy,M41,10 AM - 7 PM,9,Available,18014,20-07-2024,July,524902,Tyler Fischer,839,514,1,205.6
Gujarat,Vadodara,Men,Jackets,91,409023,Owned,13-11-2022,1200,Phillip Byrd,M26,9 AM - 8 PM,12,Not Available,65028,13-10-2024,October,809491,Beth Garcia,270,527,8,1686.4
Gujarat,Vadodara,Men,Dresses,38,436147,Rented,15-04-2023,1100,Jake White,M44,10 AM - 9 PM,14,Available,98472,28-06-2024,June,852381,Jason Aguilar,249,1045,7,2926
Gujarat,Rajkot,Men,Hoodies,55,432223,Rented,26-07-2024,1100,Isaac Weaver,M64,10 AM - 7 PM,16,Not Available,96584,04-02-2024,February,172959,William Thomas,700,1168,7,3270.4
Gujarat,Ahmedabad,Men,Shoes,52,409203,Rented,29-01-2023,1300,Christie Cooper,M66,10 AM - 7 PM,17,Available,70567,11-08-2024,August,514580,Nicholas Baker,571,1362,7,3813.6
Gujarat,Rajkot,Men,Hoodies,1,413066,Owned,10-05-2024,1000,Peter Mcdaniel,M55,9 AM - 8 PM,14,Available,18255,20-05-2024,May,733423,Larry Stanley,859,1424,2,1139.2
Gujarat,Ahmedabad,Men,Jeans,59,433085,Owned,12-08-2024,1000,William Velasquez,M83,10 AM - 9 PM,20,Not Available,45198,19-04-2024,April,340128,Joyce Berry,268,1103,7,3088.4
Gujarat,Rajkot,Kids,Jeans,81,411003,Rented,11-04-2021,1200,Mark Morris,M29,9 AM - 8 PM,17,Not Available,85462,27-04-2024,April,607993,Sonya Clark,986,1206,3,1447.2
Gujarat,Surat,Women,Shirts,50,405384,Rented,12-06-2020,1100,Robert Rivera,M66,10 AM - 7 PM,18,Not Available,37724,05-06-2024,June,709083,Sharon Watson,241,1477,6,3544.8
Gujarat,Rajkot,Women,Sweaters,95,405925,Rented,01-05-2022,1200,Samantha Mercado,M58,10 AM - 9 PM,15,Not Available,13825,14-08-2024,August,465615,Paula Mercado,473,2524,7,7067.2
Gujarat,Surat,Women,Tops,65,411699,Rented,13-08-2020,1100,Frances Thompson,M98,11 AM - 8 PM,18,Available,95265,09-03-2024,March,106358,David Turner,867,2765,6,6636
Gujarat,Vadodara,Women,T-shirts,82,408767,Rented,15-08-2021,1400,Angela Castillo,M45,10 AM - 7 PM,5,Available,54095,13-06-2024,June,189128,Penny Henderson,912,2346,7,6568.8
Gujarat,Surat,Women,Shoes,86,408400,Owned,23-07-2020,1100,Bryan Simmons,M1,11 AM - 8 PM,4,Available,19628,20-04-2024,April,883867,Zachary Gibson,510,2748,4,4396.8
Gujarat,Ahmedabad,Kids,Tops,58,419387,Owned,04-02-2022,1100,Derek Dalton,M12,10 AM - 9 PM,8,Not Available,10599,20-10-2024,October,727904,Kevin Murray III,600,1379,6,3309.6
Gujarat,Surat,Kids,Hoodies,50,438847,Owned,28-09-2021,1000,Leonard Miller,M70,10 AM - 7 PM,20,Available,66566,02-12-2024,December,109708,Chad Palmer,882,2162,6,5188.8
Gujarat,Ahmedabad,Women,Jackets,69,437210,Rented,26-03-2021,1200,Justin Neal,M89,11 AM - 8 PM,10,Not Available,33713,27-03-2024,March,547503,Rachel Miller,584,2149,5,4298
Gujarat,Surat,Kids,Jeans,33,414971,Rented,31-05-2020,950,Sarah Jones,M60,11 AM - 8 PM,6,Available,98357,24-03-2024,March,716248,Michelle Lindsey,321,909,7,2545.2
Gujarat,Ahmedabad,Kids,Shirts,69,439628,Owned,17-03-2020,1200,Sarah Reyes,M97,10 AM - 7 PM,11,Available,74549,19-08-2024,August,116737,Julie Parker,423,2330,3,2796
Gujarat,Vadodara,Women,Pants,38,406048,Owned,26-03-2023,800,Jose Hernandez,M28,10 AM - 9 PM,13,Available,31187,02-12-2024,December,572707,Tara Gomez,365,613,7,1716.4
Gujarat,Ahmedabad,Kids,Pants,7,438245,Rented,03-10-2021,950,Robert Parker,M46,11 AM - 8 PM,16,Not Available,80343,06-03-2024,March,801762,Crystal Friedman,891,2597,1,1038.8
Gujarat,Vadodara,Women,Tops,68,405701,Rented,28-04-2023,800,Steve Gardner,M94,11 AM - 8 PM,13,Not Available,68503,11-03-2024,March,237587,Richard Mcintyre,826,1853,1,741.2
Gujarat,Vadodara,Men,Sweaters,12,412906,Owned,05-08-2024,800,Adam Pope,M9,10 AM - 9 PM,5,Available,48371,18-10-2024,October,531402,Vernon Valencia,687,1561,3,1873.2
Gujarat,Rajkot,Kids,Jackets,72,410315,Owned,01-03-2020,950,Devin Young,M96,10 AM - 7 PM,6,Not Available,95621,09-09-2024,September,877601,Edwin Cardenas,459,2247,6,5392.8
Gujarat,Surat,Women,Pants,10,426336,Rented,24-04-2024,1200,Kelly Jenkins,M27,10 AM - 7 PM,13,Available,92791,09-10-2024,October,870357,Louis Schmitt,730,1962,7,5493.6
Gujarat,Vadodara,Kids,Skirts,15,424465,Rented,31-12-2021,1200,Lisa Gallegos,M84,9 AM - 8 PM,15,Not Available,56555,08-02-2024,February,149261,Cory Martin,292,666,2,532.8
Gujarat,Surat,Men,Tops,54,406392,Owned,29-01-2020,1300,Andrew Hall,M91,11 AM - 8 PM,6,Available,32208,08-01-2024,January,691832,Rachel Mathis,745,789,5,1578
Gujarat,Rajkot,Men,Tops,64,402417,Owned,25-04-2022,950,Terry Wang,M50,11 AM - 8 PM,17,Available,62976,23-07-2024,July,802773,Sharon Matthews,516,784,2,627.2
Gujarat,Surat,Men,Jackets,98,427609,Rented,06-05-2021,1300,Amanda Medina,M5,10 AM - 9 PM,18,Available,50928,11-03-2024,March,782625,Jodi Wheeler,269,643,1,257.2
Gujarat,Ahmedabad,Kids,Shoes,16,422022,Owned,20-09-2023,950,Matthew Rivera,M72,11 AM - 8 PM,18,Not Available,35610,09-04-2024,April,448012,Scott Moore,913,694,6,1665.6
Gujarat,Ahmedabad,Women,Pants,9,422191,Owned,03-03-2021,1000,Megan Mcdaniel,M87,10 AM - 7 PM,15,Available,15359,07-04-2024,April,642369,Patricia Dunn,234,2262,5,4524
Gujarat,Rajkot,Men,Sweaters,94,410624,Rented,23-04-2020,1100,John Lucas,M18,10 AM - 9 PM,19,Available,63065,05-10-2024,October,491785,Ms. Valerie Rivera,519,2027,3,2432.4
Gujarat,Surat,Women,Pants,19,427077,Rented,27-12-2020,1400,Michele Mitchell,M40,10 AM - 7 PM,4,Available,55559,17-08-2024,August,471826,Janice Parker,235,2394,4,3830.4
Gujarat,Rajkot,Men,Dresses,86,401065,Rented,07-10-2022,800,Cathy Barnes,M81,9 AM - 8 PM,17,Not Available,93497,06-04-2024,April,119116,Mrs. Jennifer Brown,800,2149,1,859.6
Gujarat,Rajkot,Women,Hoodies,15,429067,Rented,21-12-2022,1100,Carolyn Moore,M2,9 AM - 8 PM,13,Not Available,66643,26-02-2024,February,378433,Andrew Morrison,371,2421,3,2905.2
Gujarat,Vadodara,Women,Skirts,79,415608,Owned,09-08-2024,800,Victoria Garcia,M16,11 AM - 8 PM,6,Not Available,79350,14-10-2024,October,303162,Ashley Ayala,899,937,4,1499.2
Gujarat,Ahmedabad,Kids,Jackets,77,419339,Owned,25-02-2022,800,Brandon Perez,M11,10 AM - 9 PM,11,Available,58774,11-09-2024,September,472168,Dylan Watson,577,2169,1,867.6
Gujarat,Vadodara,Women,Pants,48,423435,Owned,16-03-2024,800,Timothy Christensen,M60,11 AM - 8 PM,8,Not Available,90158,17-08-2024,August,197116,Todd Spencer,414,2387,4,3819.2
Gujarat,Ahmedabad,Women,Skirts,24,438137,Rented,26-09-2023,1300,Benjamin Mahoney,M53,11 AM - 8 PM,13,Available,88085,14-07-2024,July,670963,Pam Martin,527,2015,7,5642
Gujarat,Vadodara,Men,Shirts,97,405503,Rented,07-01-2021,1200,Catherine Daniel,M95,10 AM - 7 PM,3,Not Available,52970,23-03-2024,March,475793,Mark Wilson,720,973,3,1167.6
Gujarat,Vadodara,Kids,Pants,69,424168,Owned,11-01-2020,1400,Lisa Ruiz,M94,10 AM - 9 PM,15,Not Available,67608,12-08-2024,August,387423,Michael Lloyd,481,2452,4,3923.2
Gujarat,Rajkot,Men,Hoodies,56,427087,Rented,05-01-2022,1000,James Harris,M75,10 AM - 7 PM,19,Not Available,58131,08-11-2024,November,759261,Jessica Roach,571,1736,5,3472
Gujarat,Surat,Kids,Tops,20,415981,Owned,24-10-2021,950,Cynthia Carroll,M27,10 AM - 7 PM,5,Available,17561,18-03-2024,March,380075,David Simpson,559,2540,1,1016
Gujarat,Rajkot,Women,Hoodies,84,433317,Owned,02-02-2020,1000,Ariel Barrera,M18,9 AM - 8 PM,17,Available,58701,05-02-2024,February,897038,Christopher Perry,985,2051,3,2461.2
Gujarat,Ahmedabad,Men,Jeans,80,423302,Rented,13-08-2020,1000,Jasmine Ramirez,M82,11 AM - 8 PM,8,Not Available,35902,10-06-2024,June,304558,Vicki Stewart,681,2551,3,3061.2
Gujarat,Vadodara,Men,Shirts,34,428693,Rented,21-11-2023,1100,Kristy Anderson,M84,10 AM - 7 PM,6,Not Available,54309,10-03-2024,March,917064,Brian Aguilar,684,1561,3,1873.2
Gujarat,Rajkot,Kids,Shoes,65,434415,Rented,07-08-2022,950,Brian Morgan,M28,10 AM - 7 PM,15,Not Available,53766,26-08-2024,August,960914,Richard Joseph,730,2588,3,3105.6
Gujarat,Surat,Kids,Shoes,78,436567,Owned,06-05-2024,1000,Joe Bridges,M31,11 AM - 8 PM,7,Available,10088,05-04-2024,April,705221,Scott Vargas,365,1131,3,1357.2
Gujarat,Surat,Kids,Sweaters,24,404225,Owned,10-04-2022,1400,Alexis Harris,M78,10 AM - 9 PM,7,Not Available,56275,05-08-2024,August,145449,Tyler Brooks,483,1541,5,3082
Gujarat,Rajkot,Women,Pants,16,402087,Owned,01-06-2022,1400,Gina Murray,M59,10 AM - 9 PM,18,Available,76545,10-03-2024,March,133882,Kelly Gonzalez,395,1027,2,821.6
Gujarat,Vadodara,Men,T-shirts,4,417068,Owned,17-08-2024,800,Olivia Huff,M51,9 AM - 8 PM,6,Not Available,71514,23-01-2024,January,124531,Travis Moore,652,1516,7,4244.8
Gujarat,Ahmedabad,Kids,Shirts,68,432420,Rented,02-08-2021,1100,Suzanne Cameron,M52,10 AM - 9 PM,17,Not Available,85430,23-06-2024,June,882416,Jonathan Morrison,446,2134,5,4268
Gujarat,Vadodara,Kids,T-shirts,1,417158,Rented,14-12-2020,1100,Crystal Green,M58,11 AM - 8 PM,18,Available,35017,20-05-2024,May,607764,Paul Gilbert,362,651,3,781.2
Gujarat,Ahmedabad,Kids,Pants,89,439985,Owned,10-11-2022,1400,Richard Edwards,M6,10 AM - 7 PM,3,Not Available,69136,27-07-2024,July,172056,Tammy Harris,225,2271,1,908.4
Gujarat,Rajkot,Men,T-shirts,35,433727,Rented,11-06-2022,1000,Melanie Cardenas,M88,10 AM - 9 PM,5,Not Available,52561,01-12-2024,December,771353,Pamela Cunningham,642,864,4,1382.4
Gujarat,Rajkot,Women,T-shirts,99,427407,Owned,07-11-2022,1200,Kenneth Silva,M50,10 AM - 9 PM,6,Available,77334,25-11-2024,November,826117,Thomas Harding,488,1536,7,4300.8
Gujarat,Rajkot,Kids,Skirts,25,438861,Owned,31-07-2024,1000,Meghan Smith,M17,11 AM - 8 PM,7,Not Available,89245,04-04-2024,April,309633,Benjamin George,207,1212,8,3878.4
Gujarat,Rajkot,Men,Hoodies,34,401969,Rented,16-09-2023,1100,Joshua Vance,M24,11 AM - 8 PM,4,Not Available,48056,19-01-2024,January,671188,Jose Warren,639,2830,6,6792
Gujarat,Rajkot,Women,Shoes,97,403697,Owned,13-07-2023,950,Kelly Hebert,M77,10 AM - 9 PM,4,Available,85148,03-07-2024,July,487099,Sandy Dickerson,526,1154,1,461.6
Gujarat,Rajkot,Men,Shoes,97,405175,Owned,08-10-2024,800,Valerie Young,M43,9 AM - 8 PM,18,Available,48108,23-03-2024,March,595818,Patricia Spencer,784,1365,8,4368
Gujarat,Ahmedabad,Kids,Jeans,57,406662,Owned,23-04-2021,950,Christian Morales,M82,9 AM - 8 PM,3,Available,64019,16-08-2024,August,666886,Felicia Hudson,584,2285,4,3656
Gujarat,Surat,Women,Hoodies,28,418739,Rented,20-03-2021,1400,Stephanie Williams,M26,9 AM - 8 PM,12,Not Available,51621,15-11-2024,November,797506,Brandon Nielsen,293,2091,5,4182
Gujarat,Ahmedabad,Women,Dresses,62,405306,Rented,05-01-2023,1300,Sandra Hernandez,M70,10 AM - 9 PM,18,Available,76083,09-08-2024,August,366364,Elizabeth Saunders,880,2359,8,7548.8
Gujarat,Ahmedabad,Women,Shirts,48,415832,Owned,26-10-2022,950,Craig Mitchell,M49,11 AM - 8 PM,19,Available,76058,09-01-2024,January,267185,Kimberly Brown,335,1874,7,5247.2
Gujarat,Vadodara,Men,Shoes,97,420168,Rented,16-09-2023,950,Michael Thompson,M99,10 AM - 9 PM,8,Available,97055,13-01-2024,January,356140,Christopher Larsen,512,2812,4,4499.2
Gujarat,Ahmedabad,Kids,Hoodies,56,419893,Rented,21-11-2021,1400,Levi Tucker,M99,9 AM - 8 PM,17,Not Available,82101,18-03-2024,March,785213,Sean Lee,447,1291,2,1032.8
Gujarat,Vadodara,Women,Hoodies,41,431451,Rented,09-06-2024,1100,Joshua Hoffman,M27,9 AM - 8 PM,6,Not Available,58312,06-08-2024,August,713851,Jacqueline Davis,485,2127,6,5104.8
Gujarat,Rajkot,Women,Sweaters,96,415091,Owned,13-10-2022,1300,Kelsey Taylor,M15,10 AM - 7 PM,11,Available,45237,14-07-2024,July,878745,Mary Miller,943,1616,7,4524.8
Gujarat,Rajkot,Men,Pants,7,420402,Owned,06-04-2023,950,John Stuart,M86,9 AM - 8 PM,6,Available,17777,18-04-2024,April,228381,Jessica Butler,522,957,2,765.6
Gujarat,Vadodara,Men,Sweaters,19,403880,Owned,04-10-2020,950,Geoffrey Hughes,M55,10 AM - 9 PM,7,Not Available,86356,09-04-2024,April,371629,Amanda Avery,349,909,2,727.2
Gujarat,Rajkot,Kids,Shoes,55,437951,Owned,07-11-2020,1200,Jill Molina,M38,10 AM - 9 PM,3,Not Available,73147,25-07-2024,July,404711,Rebecca Hartman,702,752,3,902.4
Gujarat,Ahmedabad,Women,Hoodies,46,438923,Rented,20-11-2022,800,Justin Thomas,M58,9 AM - 8 PM,4,Not Available,89202,19-05-2024,May,981445,Cynthia Hunter,817,2350,1,940
Gujarat,Rajkot,Kids,Hoodies,88,418679,Owned,08-09-2020,1200,Edward Jacobson,M50,11 AM - 8 PM,20,Not Available,41084,16-01-2024,January,809001,Doris James,506,1411,7,3950.8
Gujarat,Vadodara,Kids,T-shirts,84,408622,Rented,08-08-2024,950,Mr. Blake Davila,M42,11 AM - 8 PM,5,Available,48851,13-06-2024,June,295223,Michael Mccormick,390,2264,5,4528
Gujarat,Rajkot,Women,T-shirts,26,422369,Owned,07-03-2021,1200,Leah Martin,M65,11 AM - 8 PM,9,Available,50902,23-02-2024,February,604899,Jeffrey Robertson,860,734,5,1468
Gujarat,Rajkot,Women,Sweaters,41,401987,Rented,19-02-2024,1400,Janet Swanson,M11,10 AM - 9 PM,9,Available,47236,03-07-2024,July,752698,Brandon Reeves,782,2513,3,3015.6
Gujarat,Rajkot,Men,Shirts,26,400465,Owned,13-09-2024,1000,Luke Kaiser,M94,10 AM - 7 PM,9,Not Available,12309,27-05-2024,May,995962,Ethan Gonzalez,742,1262,5,2524
Gujarat,Surat,Women,T-shirts,5,438148,Rented,20-09-2021,1200,Randall Ramirez DVM,M3,11 AM - 8 PM,17,Not Available,45170,29-02-2024,February,352207,Lisa Lewis,888,871,5,1742
Gujarat,Ahmedabad,Men,T-shirts,76,404531,Rented,27-12-2022,1400,Ronald Hart,M8,10 AM - 7 PM,7,Available,63941,14-11-2024,November,827256,Manuel Rodriguez,254,2678,8,8569.6
Gujarat,Ahmedabad,Men,Sweaters,98,427630,Owned,02-12-2020,800,Brandon Evans,M26,10 AM - 7 PM,17,Available,60061,11-08-2024,August,939021,Christopher Guzman,510,963,5,1926
Gujarat,Surat,Kids,Shoes,94,412172,Rented,28-03-2020,1400,Michael Leonard,M47,9 AM - 8 PM,17,Not Available,49896,07-05-2024,May,821809,Ryan Ferrell,769,1136,4,1817.6
Gujarat,Rajkot,Kids,Shoes,50,414859,Rented,01-01-2021,1100,Carmen Wood,M37,10 AM - 9 PM,10,Available,30462,05-11-2024,November,108825,Jordan Brady,258,2289,5,4578
Gujarat,Ahmedabad,Women,Pants,40,434326,Rented,03-01-2021,950,Jacob Lee,M2,9 AM - 8 PM,3,Available,65523,22-02-2024,February,932362,Ryan Powell,538,2758,7,7722.4
Gujarat,Vadodara,Men,T-shirts,79,412590,Owned,05-09-2021,1000,James Mayo,M42,9 AM - 8 PM,16,Not Available,33625,29-09-2024,September,390243,Carolyn Hernandez,730,2102,1,840.8
Gujarat,Surat,Kids,Pants,23,436299,Owned,24-02-2023,950,Jason Dixon,M13,10 AM - 7 PM,17,Available,35389,20-02-2024,February,190344,Richard Diaz,748,2850,7,7980
Gujarat,Vadodara,Men,Hoodies,15,415874,Owned,18-01-2021,1300,Michael Hernandez,M53,10 AM - 7 PM,9,Not Available,35602,06-09-2024,September,661729,Chelsea Vasquez,661,2786,3,3343.2
Gujarat,Vadodara,Women,Skirts,50,422974,Owned,01-10-2022,1300,Leslie Rodriguez,M32,9 AM - 8 PM,14,Available,58097,08-05-2024,May,936144,April Glover,614,2990,1,1196
Gujarat,Surat,Men,T-shirts,5,424562,Rented,05-08-2020,800,Ashley Scott,M50,10 AM - 7 PM,8,Available,53510,21-10-2024,October,371675,Cory White,974,2681,1,1072.4
Gujarat,Vadodara,Kids,Shirts,6,421878,Rented,28-10-2020,1000,Melvin Wolf,M1,10 AM - 7 PM,13,Available,85518,01-11-2024,November,997821,Dominique Torres,869,2502,2,2001.6
Gujarat,Ahmedabad,Women,Jeans,1,436911,Rented,04-04-2022,1300,Theresa White,M81,9 AM - 8 PM,13,Available,37246,09-07-2024,July,234288,Jeremy Henry,567,2266,3,2719.2
Gujarat,Ahmedabad,Women,Tops,88,432008,Owned,05-07-2020,800,Eric Crosby,M45,10 AM - 7 PM,16,Not Available,92058,16-08-2024,August,237973,Samantha Smith,557,1083,7,3032.4
Gujarat,Surat,Kids,Skirts,90,427000,Owned,13-02-2023,800,Peggy Wilson,M57,9 AM - 8 PM,17,Available,39286,15-06-2024,June,252379,Alexis Hall,902,861,8,2755.2
Gujarat,Surat,Kids,Skirts,58,402207,Owned,17-10-2024,1300,Lonnie Rogers,M63,10 AM - 7 PM,8,Not Available,52168,28-07-2024,July,740112,Melinda Velazquez,271,931,4,1489.6
Gujarat,Surat,Women,Hoodies,39,404519,Owned,04-09-2023,1200,Maureen Stephens,M3,10 AM - 7 PM,7,Not Available,44847,14-03-2024,March,798542,Dr. Erica Williams,815,1925,8,6160
Gujarat,Rajkot,Men,Pants,46,407694,Rented,20-01-2022,950,Zoe Day,M44,11 AM - 8 PM,11,Not Available,48219,23-07-2024,July,494631,Beth Howard,723,2638,7,7386.4
Gujarat,Ahmedabad,Kids,Skirts,22,432612,Owned,27-01-2021,1000,Douglas Mitchell,M97,10 AM - 7 PM,6,Not Available,62233,01-11-2024,November,685038,William Jimenez,731,940,7,2632
Gujarat,Rajkot,Men,Pants,13,431191,Rented,06-09-2022,1400,Alexander Mills,M100,11 AM - 8 PM,3,Available,36429,13-03-2024,March,676306,Dustin Thomas,527,819,1,327.6
Gujarat,Ahmedabad,Women,Hoodies,13,427229,Rented,21-05-2024,950,Lisa Preston,M22,11 AM - 8 PM,20,Available,92879,14-02-2024,February,917065,Rachel Alvarado,628,1693,5,3386
Gujarat,Surat,Kids,Dresses,25,437700,Rented,06-03-2023,1200,Terri Campbell,M15,9 AM - 8 PM,6,Available,41520,06-08-2024,August,999161,Steven Sanders,824,1864,2,1491.2
Gujarat,Surat,Men,Jeans,2,402519,Owned,22-09-2023,1200,Joel Lewis,M23,9 AM - 8 PM,18,Not Available,36912,01-08-2024,August,598851,Jesse Myers,766,2940,3,3528
Gujarat,Rajkot,Kids,Jeans,68,422091,Rented,11-04-2021,1400,Jason Johnston,M66,11 AM - 8 PM,10,Available,60558,13-03-2024,March,404495,John Duncan,613,2187,4,3499.2
Gujarat,Ahmedabad,Women,Shirts,99,431616,Owned,02-10-2021,1400,Lindsay Ruiz,M33,9 AM - 8 PM,20,Available,72694,21-01-2024,January,809208,Jonathon Smith,850,2766,6,6638.4
Gujarat,Ahmedabad,Men,Shoes,59,402480,Owned,01-10-2023,1100,Dustin Washington,M85,11 AM - 8 PM,20,Available,63009,28-04-2024,April,274432,Jennifer Avery,886,1431,6,3434.4
Gujarat,Ahmedabad,Kids,Hoodies,73,400129,Rented,20-10-2020,1300,John Nguyen,M58,10 AM - 9 PM,20,Not Available,73633,28-07-2024,July,832337,Glenda Rivera,261,1902,3,2282.4
